# FerroCrypt v1 edge-case test-vector manifest.
# Columns (tab-separated): file, action, credential, expect, error_class, error_message.
# action: decrypt (open the .fcr and decrypt with the credential),
# read-public-key (parse the public.key text file), or validate-private-key
# (structurally validate the private.key file).
# credential: passphrase:<literal>, private-key:<path>,unlock=<literal>, or -.
# expect ok: decryption must succeed and reproduce plaintext.txt byte-for-byte.
# expect error: the attempt must fail; error_class names the typed CryptoError
# variant and error_message is the exact user-facing message.
cases/fca-zero-entry-count.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	MalformedArchive	Malformed archive: no entries declared
cases/fca-zero-manifest-len.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	MalformedArchive	Malformed archive: manifest bytes do not match the declared layout
cases/header-flags-nonzero.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedHeader)	File header is malformed
cases/entry-reserved-flag.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(RecipientFlagsReserved)	Recipient entry uses reserved flag bits
cases/entry-critical-flag.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedRecipientEntry)	Recipient entry is malformed
cases/entry-typename-len-zero.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedRecipientEntry)	Recipient entry is malformed
cases/argon2id-salt-tamper.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	RecipientUnwrapFailed(argon2id)	Decryption failed: wrong passphrase or modified file
cases/argon2id-wrappedkey-tamper.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	RecipientUnwrapFailed(argon2id)	Decryption failed: wrong passphrase or modified file
cases/x25519-ephemeral-tamper.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	RecipientUnwrapFailed(x25519)	Decryption failed: no matching recipient or modified file
cases/x25519-wrappedkey-tamper.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	RecipientUnwrapFailed(x25519)	Decryption failed: no matching recipient or modified file
